scenario,run,npc_vertical_silence,npc_horizontal_silence,npc_behavior_silence,pedestrian_vertical_silence,pedestrian_horizontal_silence,pedestrian_direction_x_silence,pedestrian_direction_y_silence,pedestrian_speed_silence,weather_sun_angle_silence,weather_fog_density_silence
scenario_1,run_2,0.013057671381936888,0.020674646354733407,0.022850924918389554,0.013057671381936888,0.017410228509249184,0.02176278563656148,0.02720348204570185,0.020674646354733407,0.02176278563656148,0.018498367791077257
scenario_1,run_1,0.022850924918389554,0.020674646354733407,0.02720348204570185,0.020674646354733407,0.023939064200217627,0.028291621327529923,0.022850924918389554,0.018498367791077257,0.023939064200217627,0.01632208922742111
scenario_1,run_3,0.01557285873192436,0.017797552836484983,0.020022246941045607,0.02335928809788654,0.026696329254727477,0.028921023359288096,0.027808676307007785,0.025583982202447165,0.02224694104560623,0.020022246941045607
scenario_1,run_4,0.01557285873192436,0.017797552836484983,0.017797552836484983,0.017797552836484983,0.026696329254727477,0.021134593993325918,0.02224694104560623,0.03225806451612903,0.02224694104560623,0.013348164627363738
scenario_1,run_5,0.02176278563656148,0.02176278563656148,0.023939064200217627,0.017410228509249184,0.017410228509249184,0.017410228509249184,0.026115342763873776,0.02176278563656148,0.01958650707290533,0.007616974972796518
scenario_1,run_6,0.017410228509249184,0.020674646354733407,0.030467899891186073,0.022850924918389554,0.023939064200217627,0.023939064200217627,0.023939064200217627,0.030467899891186073,0.023939064200217627,0.017410228509249184
scenario_1,run_7,0.020477815699658702,0.01820250284414107,0.02844141069397042,0.026166097838452786,0.02161547212741752,0.02161547212741752,0.02161547212741752,0.022753128555176336,0.020477815699658702,0.015927189988623434
scenario_1,run_8,0.03143189755529686,0.023282887077997673,0.027939464493597205,0.02211874272409779,0.025611175785797437,0.02211874272409779,0.020954598370197905,0.024447031431897557,0.025611175785797437,0.013969732246798603
scenario_1,run_9,0.026115342763873776,0.023939064200217627,0.02720348204570185,0.02176278563656148,0.025027203482045703,0.023939064200217627,0.017410228509249184,0.025027203482045703,0.01958650707290533,0.02176278563656148
scenario_1,run_10,0.01557285873192436,0.024471635150166853,0.024471635150166853,0.025583982202447165,0.020022246941045607,0.027808676307007785,0.024471635150166853,0.017797552836484983,0.021134593993325918,0.011123470522803115
scenario_2,run_2,0.015133876600698487,0.023282887077997673,0.01979045401629802,0.025611175785797437,0.027939464493597205,0.01979045401629802,0.01979045401629802,0.024447031431897557,0.02677532013969732,0.01629802095459837
scenario_2,run_1,0.023837902264600714,0.02264600715137068,0.021454112038140644,0.015494636471990465,0.021454112038140644,0.033373063170441,0.026221692491060787,0.013110846245530394,0.01907032181168057,0.0166865315852205
scenario_2,run_3,0.017462165308498253,0.02677532013969732,0.024447031431897557,0.02211874272409779,0.020954598370197905,0.024447031431897557,0.024447031431897557,0.02211874272409779,0.02910360884749709,0.012805587892898719
scenario_2,run_4,0.0166865315852205,0.03575685339690107,0.025029797377830752,0.0166865315852205,0.021454112038140644,0.03098927294398093,0.025029797377830752,0.011918951132300357,0.015494636471990465,0.025029797377830752
scenario_2,run_5,0.019340159271899887,0.02502844141069397,0.01820250284414107,0.030716723549488054,0.015927189988623434,0.01820250284414107,0.030716723549488054,0.020477815699658702,0.02844141069397042,0.023890784982935155
scenario_2,run_6,0.014652014652014652,0.028083028083028084,0.030525030525030524,0.02564102564102564,0.02197802197802198,0.02564102564102564,0.017094017094017096,0.02564102564102564,0.017094017094017096,0.01098901098901099
scenario_2,run_7,0.011918951132300357,0.021454112038140644,0.0166865315852205,0.027413587604290822,0.033373063170441,0.01907032181168057,0.017878426698450536,0.027413587604290822,0.0166865315852205,0.015494636471990465
scenario_2,run_8,0.02197802197802198,0.02442002442002442,0.02442002442002442,0.019536019536019536,0.02197802197802198,0.02197802197802198,0.020757020757020756,0.02564102564102564,0.018315018315018316,0.026862026862026864
scenario_2,run_9,0.017094017094017096,0.019536019536019536,0.026862026862026864,0.015873015873015872,0.018315018315018316,0.020757020757020756,0.02442002442002442,0.028083028083028084,0.026862026862026864,0.02197802197802198
scenario_2,run_10,0.010238907849829351,0.023890784982935155,0.023890784982935155,0.015927189988623434,0.019340159271899887,0.027303754266211604,0.023890784982935155,0.027303754266211604,0.02161547212741752,0.01820250284414107
scenario_3,run_2,0.017462165308498253,0.02211874272409779,0.03259604190919674,0.03143189755529686,0.024447031431897557,0.02677532013969732,0.024447031431897557,0.020954598370197905,0.025611175785797437,0.02677532013969732
scenario_3,run_1,0.013110846245530394,0.028605482717520857,0.028605482717520857,0.021454112038140644,0.025029797377830752,0.028605482717520857,0.01907032181168057,0.01907032181168057,0.03098927294398093,0.01907032181168057
scenario_3,run_3,0.009535160905840286,0.02264600715137068,0.014302741358760428,0.017878426698450536,0.023837902264600714,0.03575685339690107,0.02264600715137068,0.026221692491060787,0.028605482717520857,0.015494636471990465
scenario_3,run_4,0.01820250284414107,0.027303754266211604,0.027303754266211604,0.030716723549488054,0.020477815699658702,0.013651877133105802,0.02844141069397042,0.013651877133105802,0.02957906712172924,0.02161547212741752
scenario_3,run_5,0.02252816020025031,0.03254067584480601,0.02753441802252816,0.026282853566958697,0.028785982478097622,0.017521902377972465,0.03254067584480601,0.02002503128911139,0.025031289111389236,0.010012515644555695
scenario_3,run_6,0.015873015873015872,0.018315018315018316,0.013431013431013432,0.03418803418803419,0.0231990231990232,0.018315018315018316,0.03296703296703297,0.019536019536019536,0.020757020757020756,0.008547008547008548
scenario_3,run_7,0.02197802197802198,0.026862026862026864,0.02442002442002442,0.02442002442002442,0.029304029304029304,0.026862026862026864,0.019536019536019536,0.0231990231990232,0.02442002442002442,0.014652014652014652
scenario_3,run_8,0.021454112038140644,0.014302741358760428,0.026221692491060787,0.0166865315852205,0.013110846245530394,0.03218116805721097,0.028605482717520857,0.01907032181168057,0.029797377830750895,0.009535160905840286
scenario_3,run_9,0.011641443538998836,0.01979045401629802,0.03143189755529686,0.034924330616996506,0.017462165308498253,0.02910360884749709,0.027939464493597205,0.030267753201396973,0.018626309662398137,0.010477299185098952
scenario_3,run_10,0.02677532013969732,0.024447031431897557,0.015133876600698487,0.024447031431897557,0.020954598370197905,0.03259604190919674,0.027939464493597205,0.018626309662398137,0.02211874272409779,0.03608847497089639
scenario_4,run_2,0.014302741358760428,0.017878426698450536,0.02264600715137068,0.026221692491060787,0.02026221692491061,0.023837902264600714,0.02264600715137068,0.03694874851013111,0.02264600715137068,0.01907032181168057
scenario_4,run_1,0.023837902264600714,0.015494636471990465,0.027413587604290822,0.02026221692491061,0.014302741358760428,0.027413587604290822,0.029797377830750895,0.028605482717520857,0.021454112038140644,0.013110846245530394
scenario_4,run_3,0.017094017094017096,0.017094017094017096,0.019536019536019536,0.017094017094017096,0.02197802197802198,0.015873015873015872,0.02197802197802198,0.018315018315018316,0.02197802197802198,0.014652014652014652
scenario_4,run_4,0.013431013431013432,0.018315018315018316,0.030525030525030524,0.018315018315018316,0.018315018315018316,0.030525030525030524,0.031746031746031744,0.020757020757020756,0.02564102564102564,0.01221001221001221
scenario_4,run_5,0.019255455712451863,0.021822849807445442,0.02053915275994865,0.02053915275994865,0.02053915275994865,0.021822849807445442,0.011553273427471117,0.024390243902439025,0.037227214377406934,0.01540436456996149
scenario_4,run_6,0.017878426698450536,0.026221692491060787,0.029797377830750895,0.023837902264600714,0.021454112038140644,0.02264600715137068,0.029797377830750895,0.014302741358760428,0.0166865315852205,0.017878426698450536
scenario_4,run_7,0.016270337922403004,0.026282853566958697,0.015018773466833541,0.02127659574468085,0.03754693366708386,0.02252816020025031,0.01376720901126408,0.01877346683354193,0.01877346683354193,0.015018773466833541
scenario_4,run_8,0.02252816020025031,0.028785982478097622,0.03128911138923655,0.023779724655819776,0.02002503128911139,0.028785982478097622,0.03379224030037547,0.023779724655819776,0.02753441802252816,0.02252816020025031
scenario_4,run_9,0.025029797377830752,0.03456495828367104,0.03098927294398093,0.01907032181168057,0.02026221692491061,0.021454112038140644,0.026221692491060787,0.03456495828367104,0.023837902264600714,0.017878426698450536
scenario_4,run_10,0.020954598370197905,0.023282887077997673,0.02677532013969732,0.020954598370197905,0.024447031431897557,0.027939464493597205,0.02211874272409779,0.030267753201396973,0.025611175785797437,0.01629802095459837
scenario_5,run_2,0.02197802197802198,0.03296703296703297,0.017094017094017096,0.029304029304029304,0.018315018315018316,0.02197802197802198,0.020757020757020756,0.026862026862026864,0.0231990231990232,0.019536019536019536
scenario_5,run_1,0.015494636471990465,0.021454112038140644,0.02026221692491061,0.023837902264600714,0.027413587604290822,0.023837902264600714,0.01907032181168057,0.026221692491060787,0.029797377830750895,0.017878426698450536
scenario_5,run_3,0.017462165308498253,0.024447031431897557,0.025611175785797437,0.017462165308498253,0.01979045401629802,0.02211874272409779,0.023282887077997673,0.018626309662398137,0.03143189755529686,0.02677532013969732
scenario_5,run_4,0.015018773466833541,0.01877346683354193,0.028785982478097622,0.030037546933667083,0.025031289111389236,0.02002503128911139,0.028785982478097622,0.017521902377972465,0.02753441802252816,0.025031289111389236
scenario_5,run_5,0.026221692491060787,0.01907032181168057,0.01907032181168057,0.03098927294398093,0.023837902264600714,0.02264600715137068,0.025029797377830752,0.023837902264600714,0.023837902264600714,0.02264600715137068
scenario_5,run_6,0.015018773466833541,0.023779724655819776,0.02002503128911139,0.015018773466833541,0.023779724655819776,0.03379224030037547,0.017521902377972465,0.02252816020025031,0.025031289111389236,0.015018773466833541
scenario_5,run_7,0.017462165308498253,0.020954598370197905,0.017462165308498253,0.017462165308498253,0.010477299185098952,0.025611175785797437,0.025611175785797437,0.02677532013969732,0.033760186263096625,0.011641443538998836
scenario_5,run_8,0.019340159271899887,0.02502844141069397,0.02161547212741752,0.019340159271899887,0.023890784982935155,0.023890784982935155,0.019340159271899887,0.015927189988623434,0.022753128555176336,0.017064846416382253
scenario_5,run_9,0.026957637997432605,0.012836970474967908,0.021822849807445442,0.026957637997432605,0.02053915275994865,0.021822849807445442,0.03337612323491656,0.021822849807445442,0.023106546854942234,0.01797175866495507
scenario_5,run_10,0.017462165308498253,0.02677532013969732,0.024447031431897557,0.02910360884749709,0.015133876600698487,0.025611175785797437,0.02211874272409779,0.02910360884749709,0.033760186263096625,0.01629802095459837
scenario_6,run_2,0.020954598370197905,0.034924330616996506,0.02910360884749709,0.027939464493597205,0.030267753201396973,0.03259604190919674,0.01629802095459837,0.01979045401629802,0.01979045401629802,0.01979045401629802
scenario_6,run_1,0.010727056019070322,0.01907032181168057,0.017878426698450536,0.026221692491060787,0.029797377830750895,0.027413587604290822,0.01907032181168057,0.02264600715137068,0.021454112038140644,0.007151370679380214
scenario_6,run_3,0.015927189988623434,0.02161547212741752,0.02161547212741752,0.030716723549488054,0.02502844141069397,0.02844141069397042,0.026166097838452786,0.020477815699658702,0.023890784982935155,0.012514220705346985
scenario_6,run_4,0.019340159271899887,0.026166097838452786,0.02957906712172924,0.017064846416382253,0.023890784982935155,0.015927189988623434,0.023890784982935155,0.020477815699658702,0.015927189988623434,0.011376564277588168
scenario_6,run_5,0.018315018315018316,0.031746031746031744,0.017094017094017096,0.028083028083028084,0.02197802197802198,0.018315018315018316,0.015873015873015872,0.020757020757020756,0.02564102564102564,0.015873015873015872
scenario_6,run_6,0.010477299185098952,0.030267753201396973,0.025611175785797437,0.01979045401629802,0.02677532013969732,0.02211874272409779,0.018626309662398137,0.01629802095459837,0.017462165308498253,0.015133876600698487
scenario_6,run_7,0.01979045401629802,0.034924330616996506,0.02910360884749709,0.025611175785797437,0.03259604190919674,0.01979045401629802,0.024447031431897557,0.027939464493597205,0.018626309662398137,0.009313154831199068
scenario_6,run_8,0.01629802095459837,0.02211874272409779,0.01979045401629802,0.018626309662398137,0.02211874272409779,0.025611175785797437,0.024447031431897557,0.03143189755529686,0.01629802095459837,0.018626309662398137
scenario_6,run_9,0.01820250284414107,0.022753128555176336,0.015927189988623434,0.03299203640500569,0.017064846416382253,0.015927189988623434,0.012514220705346985,0.02161547212741752,0.030716723549488054,0.010238907849829351
scenario_6,run_10,0.013431013431013432,0.01098901098901099,0.028083028083028084,0.02197802197802198,0.028083028083028084,0.0231990231990232,0.028083028083028084,0.018315018315018316,0.018315018315018316,0.0231990231990232
